Complaint_ID,Tax_ID,Board_Discipline_Recommendation,Officer_is_APU,Officer_Penalty
200902686,906453,,No,Instructions
202201364,968871,Substantiated (Command Discipline A),No,Command Discipline - A
202304130,969331,Substantiated (Formalized Training),No,No penalty
201908117,964078,Substantiated (Charges),Yes,APU - Decision Pending
200007558,914723,,No,
200912907,914412,,No,No penalty
201903853,939146,,No,Formalized Training
201608018,953955,,No,Command Discipline - A
200100452,897534,,No,
201707619,946447,,No,Formalized Training
201115947,926140,,Yes,Formalized Training
201210565,905302,,Yes,Forfeit vacation 10 days
202200362,951267,Substantiated (Charges),Yes,APU - Decision Pending
202100617,961531,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
202206016,950984,Substantiated (Charges),Yes,APU - Decision Pending
201804217,958810,,No,Instructions
201902400,948309,,No,Command Discipline - B
202003343,954455,Substantiated (Charges),Yes,
201000702,944289,,No,Command Discipline - B
201309131,927322,,Yes,
202001478,958502,Substantiated (Charges),Yes,APU - Decision Pending
202001583,949365,Substantiated (Formalized Training),No,
201710392,960788,,No,Command Discipline - A
201207181,935947,,Yes,
202104584,952390,Substantiated (Command Discipline B),No,No penalty
200104292,924364,,No,
202301978,955410,Substantiated (Charges),Yes,
202002500,957245,Substantiated (Command Discipline A),No,
201901704,951231,,No,Formalized Training
200206679,907099,,No,Command Discipline - B
202003377,946143,Substantiated (Charges),Yes,Forfeit vacation 30 days
202311544,945050,Substantiated (Command Discipline A),No,Command Discipline - A
201606477,943457,,No,Formalized Training
201409442,944924,,Yes,Forfeit vacation 1 days
202200907,938278,Substantiated (Command Discipline A),No,Command Discipline - A
200803736,931982,,No,Command Discipline - B
201502193,943790,,Yes,Forfeit vacation 5 days
200200036,899698,,No,Command Discipline - A
201909592,955381,,No,Command Discipline - A
202306931,959484,Substantiated (Charges),Yes,APU - Decision Pending
201200816,947364,,Yes,Instructions
202007931,962328,Substantiated (Command Discipline A),No,Command Discipline - A
202400257,961463,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
202305398,970298,Substantiated (Command Discipline B),No,No penalty
202100615,967830,Substantiated (Command Discipline A),No,No penalty
202100898,962388,Substantiated (Charges),Yes,APU - Decision Pending
202306448,950401,Substantiated (Command Discipline A),No,No penalty
202308485,963967,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
201509282,944874,,Yes,
201407568,925308,,No,Command Discipline - A
202403614,945241,Substantiated (Formalized Training),No,
200507370,889698,,No,Instructions
201201095,943816,,Yes,Forfeit vacation 3 days
201502576,941857,,No,Command Discipline - A
201110628,934070,,No,No penalty
202006684,941586,Substantiated (Charges),Yes,
200204754,887143,,No,Instructions
202305905,952243,Substantiated (Command Discipline A),No,Command Discipline - A
202305294,959060,Substantiated (Charges),Yes,APU - Decision Pending
202106373,960018,Substantiated (Formalized Training),No,No penalty
201102448,949240,,No,No penalty
201504644,954622,,No,
201113004,934963,,No,Instructions
202307000,942541,Substantiated (Command Discipline A),No,
200913301,894213,,No,Instructions
202307011,965764,Substantiated (Command Discipline B),No,No penalty
202103993,942673,Substantiated (Charges),Yes,APU - Decision Pending
201010737,924817,,No,Vacation: 35 days
200304191,892705,,No,Command Discipline - A
200206395,903649,,No,No penalty
201701220,943491,,No,Formalized Training
200704005,918830,,No,
202104641,964719,Substantiated (Command Discipline A),No,No penalty
202401864,961516,Substantiated (Command Discipline B),No,No penalty
201900058,954679,,No,Instructions
201107194,942293,,No,No penalty
201303672,941080,,Yes,
202006197,960208,Substantiated (Command Discipline A),No,No penalty
200600225,918523,,No,Instructions
200308364,904207,,No,No penalty
202204823,934770,Substantiated (Charges),Yes,Forfeit vacation 20 days
202310222,968265,Substantiated (Formalized Training),No,Formalized Training
201907132,932718,,No,Formalized Training
200308545,914404,,No,No penalty
202307059,959824,Substantiated (Charges),Yes,APU - Decision Pending
200406377,921136,,No,Instructions
202102464,962943,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 3 days)
200004341,879397,,No,
202305287,966698,Substantiated (Charges),Yes,APU - Decision Pending
201302927,945363,,No,No penalty
201600736,934558,,No,Instructions
201307741,947767,,Yes,Forfeit vacation 5 days
202102430,966505,Substantiated (Command Discipline A),No,
200714852,932991,,No,Command Discipline - B
202311357,955410,Substantiated (Command Discipline B),No,
200404355,915572,,No,Command Discipline - A
201701698,960061,,No,Formalized Training
201207797,947987,,Yes,Reprimand
201602424,941623,,Yes,
200310275,918096,,No,Instructions
202004402,957101,Substantiated (Charges),Yes,Forfeit vacation 30 days
200508380,926275,,No,Instructions
202305319,974728,Substantiated (Command Discipline A),No,No penalty
202208334,948427,Substantiated (Command Discipline A),No,No penalty
200816563,921667,,No,No penalty
202303491,966617,Substantiated (Charges),Yes,APU - Decision Pending
200205096,904735,,No,No penalty
201708620,954498,,Yes,
200804416,945001,,No,Instructions
200700923,938612,,No,Instructions
200301855,901761,,No,Instructions
202003719,966689,Substantiated (Command Discipline A),No,No penalty
202303162,963789,Substantiated (Command Discipline B),No,No penalty
201803699,948023,,No,Command Discipline - A
202103330,946514,Substantiated (Charges),Yes,
202200461,967967,Substantiated (Command Discipline A),No,No penalty
202106081,951523,Substantiated (Charges),Yes,
202002611,953739,Substantiated (Command Discipline A),No,No penalty
200409370,927716,,No,Instructions
201406150,905148,,No,Formalized Training
202308620,952338,Substantiated (Command Discipline A),No,Command Discipline - A
200911393,924451,,No,No penalty
200201750,921253,,No,Command Discipline - A
202306886,969798,Substantiated (Command Discipline A),No,No penalty
202408370,950531,Substantiated (Command Discipline A),No,
201104970,930090,,No,Instructions
201507073,945127,,No,Formalized Training
202300017,942541,Substantiated (Charges),Yes,APU - Decision Pending
202401075,972256,Substantiated (Formalized Training),No,Formalized Training
200302976,892767,,No,Instructions
201806951,949015,,No,Instructions
202301319,966739,Substantiated (Command Discipline A),No,No penalty
202305508,944982,Substantiated (Charges),Yes,APU - Decision Pending
202306526,960317,Substantiated (Charges),Yes,APU - Decision Pending
201400407,948589,,No,Command Discipline - B
202204530,962555,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
201508770,951971,,No,Formalized Training
200002190,900053,,No,
200002734,906074,,No,
201302160,891329,,Yes,
200100793,907167,,No,
200304215,925359,,No,No penalty
201905160,964174,Substantiated (Charges),Yes,APU - Decision Pending
200913984,927864,,No,Command Discipline - B
202105223,961183,Substantiated (Charges),Yes,APU - Decision Pending
201903723,947478,,No,Formalized Training
200814508,920558,,No,Vacation: 15 days
201309660,919057,,No,Command Discipline - A
202204550,947565,Substantiated (Command Discipline A),No,No penalty
202202489,945618,Substantiated (Command Discipline B),Yes,Formalized Training
201307972,952629,,No,Instructions
200604445,920070,,No,Command Discipline - A
202008242,918637,Substantiated (Command Discipline A),No,Retired
201905911,962083,,No,Instructions
202401732,939263,Substantiated (Charges),Yes,APU - Decision Pending
201903723,952552,,No,Formalized Training
200304215,925184,,No,No penalty
201213670,946188,,Yes,Formalized Training
200807055,942477,,No,
202106232,932380,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
202302505,950369,Substantiated (Charges),Yes,APU - Decision Pending
202104698,949730,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
202004905,932633,Substantiated (Command Discipline B),No,No penalty
200202279,907284,,No,Command Discipline - B
202002114,920874,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
201600818,943330,,No,Formalized Training
201801705,957532,,No,Command Discipline - A
200307275,903753,,No,Command Discipline - A
202311737,964447,Substantiated (Command Discipline A),No,Command Discipline - A
202104641,949185,Substantiated (Charges),Yes,APU - Decision Pending
201900151,960289,,No,Instructions
201406119,918982,,No,Command Level Instructions
202303789,969601,Substantiated (Formalized Training),No,No penalty
200100446,892982,,No,
201809421,950086,,Yes,
200106976,899389,,No,Command Discipline - A
200411546,923631,,No,Instructions
201600455,926935,,No,Formalized Training
201608154,934891,,No,Formalized Training
202107890,961722,Substantiated (Command Discipline A),No,No penalty
202003169,964285,Substantiated (Charges),Yes,
202208452,969027,Substantiated (Command Discipline B),No,No penalty
200108096,915045,,No,Vacation: 5 days
201908894,934370,Substantiated (Charges),Yes,Formalized Training
200715485,929882,,No,
202003463,944709,Substantiated (Charges),Yes,
201605067,938160,,No,Instructions
202300531,957956,Substantiated (Charges),Yes,APU - Decision Pending
202303831,972185,Substantiated (Command Discipline B),No,
201212831,942255,,Yes,
201900505,963298,,No,Instructions
202307887,964113,Substantiated (Command Discipline B),No,No penalty
202202586,964266,Substantiated (Formalized Training),No,Formalized Training
200108274,895859,,No,No penalty
200814833,919968,,No,Vacation: 5 days
201410644,895928,,Yes,Reprimand
200708863,898126,,No,
202204868,966993,Substantiated (Command Discipline A),No,No penalty
200715224,932283,,No,No penalty
202401054,976585,Substantiated (Formalized Training),No,Formalized Training
202105781,935952,Substantiated (Command Discipline A),No,
200812925,940033,,No,Command Discipline - B
202004326,961046,Substantiated (Charges),Yes,
200008810,900004,,No,
200002997,906747,,No,
201600648,952692,,No,No penalty
202203959,938022,Substantiated (Command Discipline B),Yes,Formalized Training
202310526,971457,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
200613634,907263,,No,
202405394,969463,Substantiated (Charges),Yes,APU - Decision Pending
202404600,965102,Substantiated (Charges),Yes,APU - Decision Pending
201502623,949083,,No,Command Discipline - A
201402202,899349,,No,Command Discipline - A
201310514,944336,,No,Formalized Training
201810683,961822,,No,Instructions
202400674,962383,Substantiated (Command Discipline A),No,Command Discipline - A
201308688,934329,,Yes,No penalty
202300428,949368,Substantiated (Formalized Training),No,Formalized Training
201106011,925067,,No,Command Discipline - B
202303017,973455,Substantiated (Command Discipline A),No,No penalty
202002393,955191,Substantiated (Command Discipline A),No,No penalty
202307330,971256,Substantiated (Command Discipline A),No,No penalty
201308364,953477,,No,Command Discipline - B
201607782,942823,,No,Command Discipline - A
201405978,928139,,Yes,Forfeit vacation 5 days / Formalized Training
202202202,967457,Substantiated (Command Discipline B),No,Command Discipline - A (Vacation: 3 days)
202400875,972012,Substantiated (Command Discipline A),No,Command Discipline - A
201708362,930786,,No,Formalized Training
200614022,918830,,No,No penalty
200206631,926065,,No,Vacation: 16 days
201909527,964067,Substantiated (Command Discipline A),No,No penalty
201804459,943444,,No,Vacation: 15 days
202004452,962846,Substantiated (Command Discipline A),No,No penalty
200001912,887312,,No,
201300382,952257,,No,Command Level Instructions
201404440,951232,,No,Formalized Training
202301896,967267,Substantiated (Command Discipline A),No,No penalty
202204759,966225,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 3 days)
201304546,953086,,Yes,Formalized Training
200204919,916675,,No,Vacation: 10 days
201405544,943888,,No,Formalized Training
200902434,895863,,No,No penalty
201504009,929054,,No,Formalized Training
